Constraint,Body,Lower,Upper,Raw_violation,Relative_violation
"CentralBESS_per_phase_nlp_exclusivity_con[2,1290]",1.9996170685041053e-08,,1e-08,9.996170685041053e-09,9.996170685041053e-09
"CentralBESS_per_phase_nlp_exclusivity_con[3,1290]",1.9996170685041053e-08,,1e-08,9.996170685041053e-09,9.996170685041053e-09
"CentralBESS_per_phase_nlp_exclusivity_con[1,60]",1.9996147871934842e-08,,1e-08,9.996147871934842e-09,9.996147871934842e-09
"CentralBESS_per_phase_nlp_exclusivity_con[2,60]",1.9996147871934842e-08,,1e-08,9.996147871934842e-09,9.996147871934842e-09
"CentralBESS_per_phase_nlp_exclusivity_con[3,60]",1.9996147871934842e-08,,1e-08,9.996147871934842e-09,9.996147871934842e-09
"CentralBESS_per_phase_nlp_exclusivity_con[1,600]",1.9996142605938546e-08,,1e-08,9.996142605938546e-09,9.996142605938546e-09
"CentralBESS_per_phase_nlp_exclusivity_con[2,600]",1.9996142605938546e-08,,1e-08,9.996142605938546e-09,9.996142605938546e-09
"CentralBESS_per_phase_nlp_exclusivity_con[3,600]",1.9996142605938546e-08,,1e-08,9.996142605938546e-09,9.996142605938546e-09
"CentralBESS_per_phase_nlp_exclusivity_con[1,1410]",1.9996140513851565e-08,,1e-08,9.996140513851565e-09,9.996140513851565e-09
"CentralBESS_per_phase_nlp_exclusivity_con[2,1410]",1.9996140513851565e-08,,1e-08,9.996140513851565e-09,9.996140513851565e-09
"CentralBESS_per_phase_nlp_exclusivity_con[3,1410]",1.9996140513851565e-08,,1e-08,9.996140513851565e-09,9.996140513851565e-09
"CentralBESS_per_phase_nlp_exclusivity_con[1,1440]",1.9996137638655043e-08,,1e-08,9.996137638655043e-09,9.996137638655043e-09
"CentralBESS_per_phase_nlp_exclusivity_con[2,1440]",1.9996137638655043e-08,,1e-08,9.996137638655043e-09,9.996137638655043e-09
"CentralBESS_per_phase_nlp_exclusivity_con[3,1440]",1.9996137638655043e-08,,1e-08,9.996137638655043e-09,9.996137638655043e-09
"CentralBESS_per_phase_nlp_exclusivity_con[1,1350]",1.999613542670666e-08,,1e-08,9.99613542670666e-09,9.99613542670666e-09
"CentralBESS_per_phase_nlp_exclusivity_con[2,1350]",1.999613542670666e-08,,1e-08,9.99613542670666e-09,9.99613542670666e-09
"CentralBESS_per_phase_nlp_exclusivity_con[3,1350]",1.999613542670666e-08,,1e-08,9.99613542670666e-09,9.99613542670666e-09
"CentralBESS_per_phase_nlp_exclusivity_con[1,150]",1.999613445199102e-08,,1e-08,9.99613445199102e-09,9.99613445199102e-09
"CentralBESS_per_phase_nlp_exclusivity_con[2,150]",1.999613445199102e-08,,1e-08,9.99613445199102e-09,9.99613445199102e-09
"CentralBESS_per_phase_nlp_exclusivity_con[3,150]",1.999613445199102e-08,,1e-08,9.99613445199102e-09,9.99613445199102e-09
"CentralBESS_per_phase_nlp_exclusivity_con[1,180]",1.999613316573189e-08,,1e-08,9.996133165731891e-09,9.996133165731891e-09
"CentralBESS_per_phase_nlp_exclusivity_con[2,180]",1.999613316573189e-08,,1e-08,9.996133165731891e-09,9.996133165731891e-09
"CentralBESS_per_phase_nlp_exclusivity_con[3,180]",1.999613316573189e-08,,1e-08,9.996133165731891e-09,9.996133165731891e-09
"CentralBESS_per_phase_nlp_exclusivity_con[1,1260]",1.999612560355671e-08,,1e-08,9.99612560355671e-09,9.99612560355671e-09
"CentralBESS_per_phase_nlp_exclusivity_con[2,1260]",1.999612560355671e-08,,1e-08,9.99612560355671e-09,9.99612560355671e-09
"CentralBESS_per_phase_nlp_exclusivity_con[3,1260]",1.999612560355671e-08,,1e-08,9.99612560355671e-09,9.99612560355671e-09
"CentralBESS_per_phase_nlp_exclusivity_con[1,1320]",1.999612320420102e-08,,1e-08,9.99612320420102e-09,9.99612320420102e-09
"CentralBESS_per_phase_nlp_exclusivity_con[2,1320]",1.999612320420102e-08,,1e-08,9.99612320420102e-09,9.99612320420102e-09
"CentralBESS_per_phase_nlp_exclusivity_con[3,1320]",1.999612320420102e-08,,1e-08,9.99612320420102e-09,9.99612320420102e-09
"CentralBESS_per_phase_nlp_exclusivity_con[1,90]",1.999612056575736e-08,,1e-08,9.99612056575736e-09,9.99612056575736e-09
"CentralBESS_per_phase_nlp_exclusivity_con[2,90]",1.999612056575736e-08,,1e-08,9.99612056575736e-09,9.99612056575736e-09
"CentralBESS_per_phase_nlp_exclusivity_con[3,90]",1.999612056575736e-08,,1e-08,9.99612056575736e-09,9.99612056575736e-09
"CentralBESS_per_phase_nlp_exclusivity_con[1,210]",1.999611967252712e-08,,1e-08,9.99611967252712e-09,9.99611967252712e-09
"CentralBESS_per_phase_nlp_exclusivity_con[2,210]",1.999611967252712e-08,,1e-08,9.99611967252712e-09,9.99611967252712e-09
"CentralBESS_per_phase_nlp_exclusivity_con[3,210]",1.999611967252712e-08,,1e-08,9.99611967252712e-09,9.99611967252712e-09
"CentralBESS_per_phase_nlp_exclusivity_con[1,990]",1.9996045465608774e-08,,1e-08,9.996045465608773e-09,9.996045465608773e-09
"CentralBESS_per_phase_nlp_exclusivity_con[2,990]",1.9996045465608774e-08,,1e-08,9.996045465608773e-09,9.996045465608773e-09
"CentralBESS_per_phase_nlp_exclusivity_con[3,990]",1.9996045465608774e-08,,1e-08,9.996045465608773e-09,9.996045465608773e-09
"Line_I_limits_con[feeder2_line155,2,1320]",1.0000000099951536,,1.0,9.995153593678197e-09,9.995153493775102e-09
